matrix_version,route_id,provider,offering,adapter_id,protocol,capability,support,action,requires_explicit_degradation,limitations,evidence_digest,code_paths,test_evidence
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,realtime,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,reasoning,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,reasoning_summary,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,server_state,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,streaming,compatible,transformed,false,,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,structured_output,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,text_generation,compatible,transformed,false,,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,tool_calling,compatible,transformed,false,,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,usage_reporting,compatible,transformed,false,,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,video_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.chat_completions,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,chat_completions,vision_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:351304aac7c20396cba6092b0af6c70719a444e6e2ec89c744537d35bca0cff8,provider/bedrockmantle | internal/protocol/openaichat,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,audio_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,background_execution,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,batch,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,file_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,function_error_result,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,hosted_tools,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,parallel_tool_calling,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,prompt_caching,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,provider_continuation,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,realtime,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,reasoning,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,reasoning_summary,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,server_state,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,streaming,compatible,transformed,false,,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,structured_output,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,text_generation,compatible,transformed,false,,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,tool_calling,compatible,transformed,false,,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,usage_reporting,compatible,transformed,false,,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,video_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.messages,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,messages,vision_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:4007efe05436cf7242c251e09f6538706e9c80736500fcb41c79bbda09d9466a,provider/bedrockmantle | internal/protocol/anthropicmessages,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,audio_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,background_execution,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,batch,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,file_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,function_error_result,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,hosted_tools,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,parallel_tool_calling,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,prompt_caching,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,provider_continuation,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,realtime,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,reasoning,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,reasoning_summary,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,server_state,partial,degraded,true,state retention is cloud route and deployment specific,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,streaming,compatible,transformed,false,,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,structured_output,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,text_generation,compatible,transformed,false,,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,tool_calling,compatible,transformed,false,,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,usage_reporting,compatible,transformed,false,,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,video_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-mantle.us-east-1.sigv4.responses,aws.bedrock-mantle,aws.bedrock-mantle.payg,aws-bedrock-mantle,responses,vision_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:c6b4460135944df0198895ed7bb269414e13c4914d7a6af7f4c14b8f166a3456,provider/bedrockmantle | internal/protocol/openairesponses,tests/bedrockmantle
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,audio_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,background_execution,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,batch,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,file_input,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,function_error_result,compatible,transformed,false,,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,hosted_tools,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,parallel_tool_calling,partial,degraded,true,support is selected by the concrete Bedrock model,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,prompt_caching,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,provider_continuation,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,realtime,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,reasoning,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,reasoning_summary,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,server_state,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,streaming,compatible,transformed,false,,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,structured_output,unsupported,rejected,false,outside the currently implemented offline semantic slice,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
praxis.model-invoker.semantic-matrix/v1candidate,aws.bedrock-runtime.us-east-1.bearer.bedrock_converse,aws.bedrock-runtime,aws.bedrock-runtime.payg,aws-bedrock-runtime,bedrock_converse,text_generation,compatible,transformed,false,,sha256:5faf60e45e23173523b6abca7a626ee308051a6db04c24e7ca8517094892b0a5,provider/bedrockruntime | internal/protocol/bedrock,tests/bedrockruntime | tests/protocol/bedrock
